9.3838	0.000000
9.3838	0.000000
38.9655	0.000000
38.9692	0.000000
38.9729	0.000000
38.9767	0.000000
38.9804	0.000000
38.9841	0.000000
38.9878	0.000000
38.9915	0.000000
38.9953	0.000000
38.9990	0.000000
39.0027	0.000000
39.0064	0.000000
39.0101	0.000000
39.0139	0.000000
39.0176	0.000000
39.0213	0.000000
39.0250	0.000000
39.0288	0.000000
39.0325	0.000000
39.0362	0.000000
39.0399	0.000000
39.0436	0.000000
39.0474	0.000000
39.0511	0.000000
39.0548	0.000000
39.0585	0.000000
39.0622	0.000000
39.0660	0.000000
39.0697	0.000000
39.0734	0.000000
39.0771	0.000000
39.0808	0.000000
39.0846	0.000000
39.0883	0.000000
39.0920	0.000000
39.0957	0.000000
39.0994	0.000000
39.1032	0.000000
39.1069	0.000000
39.1106	0.000000
39.1143	0.000000
39.1181	0.000000
39.1218	0.000000
39.1255	0.000000
39.1292	0.000000
39.1329	0.000000
39.1367	0.000000
39.1404	0.000000
39.1441	0.000000
39.1478	0.000000
39.1515	0.000000
39.1553	0.000000
39.1590	0.000000
39.1627	0.000000
39.1664	0.000000
39.1701	0.000000
39.1739	0.000000
39.1776	0.000000
39.1813	0.000000
39.1850	0.000000
39.1887	0.000000
39.1925	0.000000
39.1962	0.000000
39.1999	0.000000
39.2036	0.000000
39.2074	0.000000
39.2111	0.000000
39.2148	0.000000
39.2185	0.000000
39.2222	0.000000
39.2260	0.000000
39.2297	0.000000
39.2334	0.000000
39.2371	0.000000
39.2408	0.000000
39.2446	0.000000
39.2483	0.000000
39.2520	0.000000
39.2557	0.000000
39.2594	0.000000
39.2632	0.000000
39.2669	0.000000
39.2706	0.000000
39.2743	0.000000
39.2780	0.000000
39.2818	0.000000
39.2855	0.000000
39.2892	0.000000
39.2929	0.000000
39.2967	0.000000
39.3004	0.000000
39.3041	0.000000
39.3078	0.000000
39.3115	0.000000
39.3153	0.000000
39.3190	0.000000
39.3227	0.000000
39.3264	0.000000
39.3301	0.000000
39.3339	0.000000
39.3376	0.000000
39.3413	0.000000
39.3450	0.000000
39.3487	0.000000
39.3525	0.000000
39.3562	0.000000
39.3599	0.000000
39.3636	0.000000
39.3673	0.000000
39.3711	0.000000
39.3748	0.000000
39.3785	0.000000
39.3822	0.000000
39.3860	0.000000
39.3897	0.000000
39.3934	0.000000
39.3971	0.000000
39.4008	0.000000
39.4046	0.000000
39.4083	0.000000
39.4120	0.000000
39.4157	0.000000
39.4194	0.000000
39.4232	0.000000
39.4269	0.000000
39.4306	0.000000
39.4343	0.000000
39.4380	0.000000
39.4418	0.000000
39.4455	0.000000
39.4492	0.000000
39.4529	0.000000
39.4566	0.000000
39.4604	0.000000
39.4641	0.000000
39.4678	0.000000
39.4715	0.000000
39.4753	0.000000
39.4790	0.000000
