15.6546	0.000000
15.6546	0.000000
685.8470	0.000000
685.8471	0.000000
685.8473	0.000000
685.8474	0.000000
685.8476	0.000000
685.8477	0.000000
685.8479	0.000000
685.8480	0.000000
685.8482	0.000000
685.8483	0.000000
685.8485	0.000000
685.8486	0.000000
685.8488	0.000000
685.8489	0.000000
685.8491	0.000000
685.8492	0.000000
685.8494	0.000000
685.8495	0.000000
685.8497	0.000000
685.8498	0.000000
685.8500	0.000000
685.8501	0.000000
685.8503	0.000000
685.8504	0.000000
685.8506	0.000000
685.8507	0.000000
685.8509	0.000000
685.8510	0.000000
685.8512	0.000000
685.8513	0.000000
685.8515	0.000000
685.8516	0.000000
685.8518	0.000000
685.8519	0.000000
685.8521	0.000000
685.8522	0.000000
685.8524	0.000000
685.8525	0.000000
685.8527	0.000000
685.8528	0.000000
685.8530	0.000000
685.8531	0.000000
685.8532	0.000000
685.8534	0.000000
685.8535	0.000000
685.8537	0.000000
685.8538	0.000000
685.8540	0.000000
685.8541	0.000000
685.8543	0.000000
685.8544	0.000000
685.8546	0.000000
685.8547	0.000000
685.8549	0.000000
685.8550	0.000000
685.8552	0.000000
685.8553	0.000000
685.8555	0.000000
685.8556	0.000000
685.8558	0.000000
685.8559	0.000000
685.8561	0.000000
685.8562	0.000000
685.8564	0.000000
685.8565	0.000000
685.8567	0.000000
685.8568	0.000000
685.8570	0.000000
685.8571	0.000000
685.8573	0.000000
685.8574	0.000000
685.8576	0.000000
685.8577	0.000000
685.8579	0.000000
685.8580	0.000000
685.8582	0.000000
685.8583	0.000000
685.8585	0.000000
685.8586	0.000000
685.8588	0.000000
685.8589	0.000000
685.8591	0.000000
685.8592	0.000000
685.8593	0.000000
685.8595	0.000000
685.8596	0.000000
685.8598	0.000000
685.8599	0.000000
685.8601	0.000000
685.8602	0.000000
685.8604	0.000000
685.8605	0.000000
685.8607	0.000000
685.8608	0.000000
685.8610	0.000000
685.8611	0.000000
685.8613	0.000000
685.8614	0.000000
685.8616	0.000000
685.8617	0.000000
685.8619	0.000000
